"index","collection","packageId","granuleId","title","detailsLink","pdfLink","pdfSize","htmlLink","htmlSize","xmlLink","xmlSize","otherLink1","other1Size","otherLink2","other2Size","teaser","historical","publishdate"
"921","Congressional Hearings","CHRG-118hhrg56650","CHRG-118hhrg56650","Countering China on the World Stage: Empowering American Businesses and Denying Chinese Military Our Technology","https://www.govinfo.gov/app/details/CHRG-118hhrg56650/CHRG-118hhrg56650","https://www.govinfo.gov/content/pkg/CHRG-118hhrg56650/pdf/CHRG-118hhrg56650.pdf","6.9 MB","https://www.govinfo.gov/content/pkg/CHRG-118hhrg56650/html/CHRG-118hhrg56650.htm","149.3 KB","","0 B","","0 B","","0 B"," AFFAIRS HOUSE OF REPRESENTATIVES ONE HUNDRED EIGHTEENTH CONGRESS SECOND SESSION MARCH 21, 2024 Serial No. 118-111 Printed for the use of the Committee on Foreign Affairs [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available: http://www.foreignaffairs.house.gov/, http:// docs.house.gov, or http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 56-...","","2024-03-21"
"922","Bulk Submission","GOVPUB-D101-PURL-LPS24350","","Another View of the Revolution in Military Affairs","https://www.govinfo.gov/app/details/GOVPUB-D101-PURL-LPS24350","https://www.govinfo.gov/content/pkg/GOVPUB-D101-PURL-LPS24350/pdf/GOVPUB-D101-PURL-LPS24350.pdf","191.8 KB","","0 B","","0 B","","0 B","","0 B"," and do not necessarily reflect the official policy or position of the Department of the Army, the Department of Defense, or the U.S. Government. This report is cleared for public release; distribution is unlimited. ******* Comments pertaining to this report are invited and should be forwarded to: Director, Strategic Studies Institute, U.S. Army...","","1994-01-01"
"923","Bulk Submission","GOVPUB-D5_400-PURL-LPS63605","","Military Transformation and Joint Experimentation: Two Views from Above","https://www.govinfo.gov/app/details/GOVPUB-D5_400-PURL-LPS63605","https://www.govinfo.gov/content/pkg/GOVPUB-D5_400-PURL-LPS63605/pdf/GOVPUB-D5_400-PURL-LPS63605.pdf","301.1 KB","","0 B","","0 B","","0 B","","0 B"," through new combinations of concepts, capabilities, people and organiza- tions”—is on the minds and agendas of everyone dealing with the military. Many people talk about transformation; the two authors of this Defense Horizons have done something about it. In fact, they are among the few who have been responsible for shaping and ...","","2004-01-01"
"924","Government Accountability Office Reports and Comptroller General Decisions","GAOREPORTS-NSIAD-96-194","","Military Readiness: Data and Trends for April 1995 to March 1996","https://www.govinfo.gov/app/details/GAOREPORTS-NSIAD-96-194","https://www.govinfo.gov/content/pkg/GAOREPORTS-NSIAD-96-194/pdf/GAOREPORTS-NSIAD-96-194.pdf","190.0 KB","https://www.govinfo.gov/content/pkg/GAOREPORTS-NSIAD-96-194/html/GAOREPORTS-NSIAD-96-194.htm","44.7 KB","","0 B","","0 B","","0 B",": (1) most of the Army units in Bosnia are capable of
performing the major portions of their wartime missions, but a few Army
units face significant readiness reductions; (2) there are 5 Army units
and one Air Force unit reporting readiness reductions; (3) these
reductions are the result of one or more battalions being deployed to
other missions...","","1996-08-02"
"925","Congressional Record","CREC-2010-07-28","CREC-2010-07-28-pt1-PgH6216-4","MILITARY CONSTRUCTION AND VETERANS AFFAIRS AND RELATED AGENCIES APPROPRIATIONS ACT, 2011","https://www.govinfo.gov/app/details/CREC-2010-07-28/CREC-2010-07-28-pt1-PgH6216-4","https://www.govinfo.gov/content/pkg/CREC-2010-07-28/pdf/CREC-2010-07-28-pt1-PgH6216-4.pdf","552.4 KB","https://www.govinfo.gov/content/pkg/CREC-2010-07-28/html/CREC-2010-07-28-pt1-PgH6216-4.htm","272.9 KB","","0 B","","0 B","","0 B"," rule XVIII, the Chair declares the House in the Committee of the Whole House on the State of the Union for the consideration of the bill, H.R. 5822. {time} 1618 In the Committee of the Whole Accordingly, the House resolved itself into the Committee of the Whole House on the state of the Union for the consideration of the bill (H.R. 5822) making ...","","2010-07-28"
"926","Bulk Submission","GOVPUB-D108-PURL-LPS124476","","Forged in the Fire: Lessons Learned During Military Operations (1994-2008)","https://www.govinfo.gov/app/details/GOVPUB-D108-PURL-LPS124476","https://www.govinfo.gov/content/pkg/GOVPUB-D108-PURL-LPS124476/pdf/GOVPUB-D108-PURL-LPS124476.pdf","23.0 MB","","0 B","","0 B","","0 B","","0 B","FIRE 11 FOREWORD The Judge Advocate General (TJAG) established the Center for Law and Military Operations (CLAMO) in 1988 at the direction ofthe Secretary of the Army. CLAMO's mission is to examine the legal issues that arise during all phases of military operations and devise training and resource strategies for addressing them. It seeks to ...","","2008-01-01"
"927","Public and Private Laws","PLAW-118publ31","","National Defense Authorization Act for Fiscal Year 2024","https://www.govinfo.gov/app/details/PLAW-118publ31","https://www.govinfo.gov/content/pkg/PLAW-118publ31/pdf/PLAW-118publ31.pdf","2.5 MB","https://www.govinfo.gov/content/pkg/PLAW-118publ31/html/PLAW-118publ31.htm","3.5 MB","https://www.govinfo.gov/content/pkg/PLAW-118publ31/uslm/PLAW-118publ31.xml","9.4 MB","","0 B","","0 B"," fiscal year 2024 for military activities of the Department of Defense and for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes. &lt;&lt;NOTE: Dec. 22, 2023 - [H.R. 2670]&gt;&gt; Be it enacted by the Senate and House of ...","","2023-12-22"
"928","Public and Private Laws","PLAW-118publ159","","Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025","https://www.govinfo.gov/app/details/PLAW-118publ159","https://www.govinfo.gov/content/pkg/PLAW-118publ159/pdf/PLAW-118publ159.pdf","2.1 MB","https://www.govinfo.gov/content/pkg/PLAW-118publ159/html/PLAW-118publ159.htm","2.9 MB","https://www.govinfo.gov/content/pkg/PLAW-118publ159/uslm/PLAW-118publ159.xml","8.7 MB","","0 B","","0 B"," construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes. &lt;&lt;NOTE: Dec. 23, 2024 - [H.R. 5009]&gt;&gt; Be it enacted by the Senate and House of Representatives of the United States of America in Congress assembled, &lt;&lt;NOTE: ...","","2024-12-23"
"929","Public and Private Laws","PLAW-111publ84","","National Defense Authorization Act for Fiscal Year 2010","https://www.govinfo.gov/app/details/PLAW-111publ84","https://www.govinfo.gov/content/pkg/PLAW-111publ84/pdf/PLAW-111publ84.pdf","1.8 MB","https://www.govinfo.gov/content/pkg/PLAW-111publ84/html/PLAW-111publ84.htm","2.5 MB","","0 B","","0 B","","0 B"," fiscal year 2010 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes. &lt;&lt;NOTE: Oct. 28, 2009 - [H.R. 2647]&gt;&gt; Be it enacted by the Senate and House of ...","","2009-10-28"
"930","Congressional Hearings","CHRG-113shrg89464","CHRG-113shrg89464","Soldiers as Consumers: Predatory and Unfair Business Practices Harming the Military Community","https://www.govinfo.gov/app/details/CHRG-113shrg89464/CHRG-113shrg89464","https://www.govinfo.gov/content/pkg/CHRG-113shrg89464/pdf/CHRG-113shrg89464.pdf","489.8 KB","https://www.govinfo.gov/content/pkg/CHRG-113shrg89464/html/CHRG-113shrg89464.htm","280.6 KB","","0 B","","0 B","","0 B",", SCIENCE, AND TRANSPORTATION UNITED STATES SENATE ONE HUNDRED THIRTEENTH CONGRESS FIRST SESSION NOVEMBER 20, 2013 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 89-464 PDF WASHINGTON : 2013 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: ...","","2013-11-20"
"931","Bulk Submission","GOVPUB-D301-PURL-LPS80660","","Military Chaplains as Peace Builders: Embracing Indigenous Religions in Stability Operations","https://www.govinfo.gov/app/details/GOVPUB-D301-PURL-LPS80660","https://www.govinfo.gov/content/pkg/GOVPUB-D301-PURL-LPS80660/pdf/GOVPUB-D301-PURL-LPS80660.pdf","381.0 KB","","0 B","","0 B","","0 B","","0 B","will be gratefully appreciated. Mail them to CADRE/AR, Building 1400, 401 Chennault Circle, Maxwell AFB AL 36112–6428. Thank you for your assistance. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. . .. .. .. .. . C u t al o n g d o tt ed li n e Military ...","","2005-01-01"
"932","Congressional Record (Bound Edition)","CRECB-1999-pt9","CRECB-1999-pt9-Pg12972","MILITARY CONSTRUCTION APPROPRIATIONS ACT, 2000","https://www.govinfo.gov/app/details/CRECB-1999-pt9/CRECB-1999-pt9-Pg12972","https://www.govinfo.gov/content/pkg/CRECB-1999-pt9/pdf/CRECB-1999-pt9-Pg12972.pdf","140.7 KB","https://www.govinfo.gov/content/pkg/CRECB-1999-pt9/html/CRECB-1999-pt9-Pg12972.htm","30.6 KB","","0 B","","0 B","","0 B"," will now proceed to vote on S. 1205, which the clerk will read a third time. The bill was read the third time. Mr. ROTH. Mr. President, I ask for the yeas and nays. The PRESIDING OFFICER. Is there a sufficient second? There is a sufficient second. The yeas and nays were ordered. The PRESIDING OFFICER. The bill having been read the third time, ...","","1999-06-16"
"933","Congressional Bills","BILLS-111hr6523ih","","Ike Skelton National Defense Authorization Act for Fiscal Year 2011","https://www.govinfo.gov/app/details/BILLS-111hr6523ih","https://www.govinfo.gov/content/pkg/BILLS-111hr6523ih/pdf/BILLS-111hr6523ih.pdf","1.6 MB","https://www.govinfo.gov/content/pkg/BILLS-111hr6523ih/html/BILLS-111hr6523ih.htm","1.3 MB","","0 B","https://www.govinfo.gov/content/pkg/BILLS-111hr6523ih/xml/BILLS-111hr6523ih.xml","2.4 MB","","0 B"," construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes. IN THE HOUSE OF REPRESENTATIVES December 15, 2010 Mr. Skelton introduced the following bill; which was referred to the Committee on Armed Services, and in addition to the Committee on the ...","","2010-12-15"
"934","Congressional Bills","BILLS-110hr5658rh","","Duncan Hunter National Defense Authorization Act for Fiscal Year 2009","https://www.govinfo.gov/app/details/BILLS-110hr5658rh","https://www.govinfo.gov/content/pkg/BILLS-110hr5658rh/pdf/BILLS-110hr5658rh.pdf","1.4 MB","https://www.govinfo.gov/content/pkg/BILLS-110hr5658rh/html/BILLS-110hr5658rh.htm","988.5 KB","","0 B","https://www.govinfo.gov/content/pkg/BILLS-110hr5658rh/xml/BILLS-110hr5658rh.xml","1.6 MB","","0 B"," of the Department of Defense, to prescribe military personnel strengths for fiscal year 2009, and for other purposes. IN THE HOUSE OF REPRESENTATIVES March 31, 2008 Mr. Skelton (for himself and Mr. Hunter) (both by request) introduced the following bill; which was referred to the Committee on Armed Services May 16, 2008 Reported with ...","","2008-05-16"
"935","Government Accountability Office Reports and Comptroller General Decisions","GAOREPORTS-GAO-08-722T","","Defense Infrastructure: Planning Efforts for the Proposed Military Buildup on Guam Are in Their Initial Stages, with Many Challenges Yet to Be Addressed","https://www.govinfo.gov/app/details/GAOREPORTS-GAO-08-722T","https://www.govinfo.gov/content/pkg/GAOREPORTS-GAO-08-722T/pdf/GAOREPORTS-GAO-08-722T.pdf","982.5 KB","https://www.govinfo.gov/content/pkg/GAOREPORTS-GAO-08-722T/html/GAOREPORTS-GAO-08-722T.htm","68.5 KB","","0 B","","0 B","","0 B","2005 and 2006 the U.S.-Japan Defense	 
Policy Review Initiative outlined the effort to relocate American
military units in Japan to other areas, including Guam. The	 
Department of Defense (DOD) plans to move 8,000 Marines and an	 
estimated 9,000 dependents from Okinawa, Japan, to Guam by the	 
2014 goal. GAO was asked to discuss the planning ...","","2008-05-01"
"936","Congressional Record","CREC-2012-05-31","CREC-2012-05-31-pt1-PgH3309","MILITARY CONSTRUCTION AND VETERANS AFFAIRS AND RELATED AGENCIES APPROPRIATIONS ACT, 2013","https://www.govinfo.gov/app/details/CREC-2012-05-31/CREC-2012-05-31-pt1-PgH3309","https://www.govinfo.gov/content/pkg/CREC-2012-05-31/pdf/CREC-2012-05-31-pt1-PgH3309.pdf","608.6 KB","https://www.govinfo.gov/content/pkg/CREC-2012-05-31/html/CREC-2012-05-31-pt1-PgH3309.htm","297.3 KB","","0 B","","0 B","","0 B"," that all Members may have 5 legislative days to revise and extend their remarks and to include extraneous material on H.R. 5854, and that I may include tabular material on the same. The SPEAKER pro tempore. Is there objection to the request of the gentleman from Texas? There was no objection. The SPEAKER pro tempore. Pursuant to House ...","","2012-05-31"
"937","Congressional Hearings","CHRG-111shrg48311","CHRG-111shrg48311","Military Construction and Veterans Affairs, and Related Agencies Appropriations for Fiscal Year 2010","https://www.govinfo.gov/app/details/CHRG-111shrg48311/CHRG-111shrg48311","https://www.govinfo.gov/content/pkg/CHRG-111shrg48311/pdf/CHRG-111shrg48311.pdf","5.7 MB","https://www.govinfo.gov/content/pkg/CHRG-111shrg48311/html/CHRG-111shrg48311.htm","547.9 KB","","0 B","","0 B","","0 B"," THE COMMITTEE ON APPROPRIATIONS UNITED STATES SENATE ONE HUNDRED ELEVENTH CONGRESS FIRST SESSION on H.R. 3082/S. 1407 MAKING APPROPRIATIONS FOR MILITARY CONSTRUCTION, THE DEPARTMENT OF VETERANS AFFAIRS, AND RELATED AGENCIES FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2010, AND FOR OTHER PURPOSES Department of Defense Department of Veterans Affairs ...","","2010-09-30"
"938","Public and Private Laws","PLAW-115publ232","","John S. McCain National Defense Authorization Act for Fiscal Year 2019","https://www.govinfo.gov/app/details/PLAW-115publ232","https://www.govinfo.gov/content/pkg/PLAW-115publ232/pdf/PLAW-115publ232.pdf","2.1 MB","https://www.govinfo.gov/content/pkg/PLAW-115publ232/html/PLAW-115publ232.htm","2.8 MB","https://www.govinfo.gov/content/pkg/PLAW-115publ232/uslm/PLAW-115publ232.xml","7.7 MB","","0 B","","0 B"," An Act To authorize appropriations for fiscal year 2019 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes. &lt;&lt;NOTE: Aug. 13, 2018 - [H.R. 5515]&gt;&gt; Be it enacted...","","2018-08-13"
"939","United States Courts Opinions","USCOURTS-cand-3_15-cv-03257","USCOURTS-cand-3_15-cv-03257-32","You et al v. Japan et al","https://www.govinfo.gov/app/details/USCOURTS-cand-3_15-cv-03257/USCOURTS-cand-3_15-cv-03257-32","https://www.govinfo.gov/content/pkg/USCOURTS-cand-3_15-cv-03257/pdf/USCOURTS-cand-3_15-cv-03257-32.pdf","44.1 KB","","0 B","","0 B","","0 B","","0 B"," 22 23 24 25 26 27 28 IN THE UNITED STATES DISTRICT COURT FOR THE NORTHERN DISTRICT OF CALIFORNIA HE NAM YOU and KYUNG SOON KIM, for themselves and on behalf of all others similarly situated, Plaintiffs, v. HIROHITO; NOBUSKE KISHI; NIPPON YUSEN KABUSHIKI KAISHA; NISSAN MOTOR CO., LTD.; TOYOTA MOTOR CORPORATION; HITACHI, LTD.; NIPPON STEEL & ...","","2016-06-21"
"940","Congressional Bills","BILLS-118hr2670rds","","National Defense Authorization Act for Fiscal Year 2024","https://www.govinfo.gov/app/details/BILLS-118hr2670rds","https://www.govinfo.gov/content/pkg/BILLS-118hr2670rds/pdf/BILLS-118hr2670rds.pdf","3.0 MB","https://www.govinfo.gov/content/pkg/BILLS-118hr2670rds/html/BILLS-118hr2670rds.htm","2.6 MB","","0 B","https://www.govinfo.gov/content/pkg/BILLS-118hr2670rds/xml/BILLS-118hr2670rds.xml","4.9 MB","","0 B"," year 2024 for military activities of the Department of Defense and for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes. Be it enacted by the Senate and House of Representatives of the United States of America in Congress ...","","2023-07-26"
"941","Public and Private Laws","PLAW-104publ196","","Military Construction Appropriations Act, 1997","https://www.govinfo.gov/app/details/PLAW-104publ196","https://www.govinfo.gov/content/pkg/PLAW-104publ196/pdf/PLAW-104publ196.pdf","195.2 KB","https://www.govinfo.gov/content/pkg/PLAW-104publ196/html/PLAW-104publ196.htm","25.7 KB","","0 B","","0 B","","0 B","family housing, and base realignment and closure for the Department of Defense for the fiscal year ending September 30, 1997, and for other purposes. &lt;&lt;NOTE: Sept. 16, 1996 - [H.R. 3517]&gt;&gt; Be it enacted by the Senate and House of Representatives of the United States of America in Congress assembled, That &lt;&lt;NOTE: Military ...","","1996-09-16"
